category,name,url,eatin_price
"セット","ニューヨークチーズケーキ セット","https://www.tullys.co.jp/menu/set/sweetsplate/ny_cheese_set.html","￥890～（税込）"
"セット","メープルとバターの米粉パンケーキ セット","https://www.tullys.co.jp/menu/set/sweetsplate/riceflour_pancake_mb_set.html","￥1,080～（税込）"
"セット","フローズンカップアサイーヨーグルトテイスト　セット","https://www.tullys.co.jp/menu/set/sweetsplate/25_acai_yogurt_set.html","￥1,100～（税込）"
"セット","薫りとコクのカルボナーラwithパンチェッタ セット","https://www.tullys.co.jp/menu/set/food_s/25_carbowithpancetta_p_set.html","￥1,295～（税込）"
"セット","旬かぶの彩りジェノベーゼ　セット","https://www.tullys.co.jp/menu/set/food_s/25_turnip_geno_pasta_set.html","￥1,250～（税込）"
"セット","九州産ゆず香る たらこパスタ セット","https://www.tullys.co.jp/menu/set/food_s/25cod_roe_pasta_wy_set.html","￥1,250～（税込）"
"セット","ゴロっと茄子とベーコンの完熟トマトパスタ セット","https://www.tullys.co.jp/menu/set/food_s/25tomato_pasta_eb_set.html","￥1,250～（税込）"
"セット","ピッツァ クワトロフォルマッジ セット","https://www.tullys.co.jp/menu/set/food_s/pizza_qf24_set.html","￥980～（税込）"
"セット","イングリッシュマフィン ツナチーズ セット","https://www.tullys.co.jp/menu/set/morning_s/english_muffin_tcs_set.html","￥410（税込）"
"セット","みみまでやわらかフレンチトースト セット","https://www.tullys.co.jp/menu/set/morning_s/25_french_set.html","￥440（税込）"
"セット","たっぷりタマゴサンド セット","https://www.tullys.co.jp/menu/set/morning_s/egg_salad_s24_set.html","￥410（税込）"
"セット","クロックムッシュのホットサンド セット","https://www.tullys.co.jp/menu/set/morning_s/croquemonsieur_set.html","￥450（税込）"
"セット","ハムチーズ＆サラダサンド セット","https://www.tullys.co.jp/menu/set/morning_s/hamcheese_salad_sand_set.html","￥410（税込）"
"セット","ボールパークドッグ プレーン セット","https://www.tullys.co.jp/menu/set/morning_s/park_dog_set.html","￥395（税込）"
"ハニー/グロッサリー","タリーズストロベリーベース 320g","https://www.tullys.co.jp/menu/tullys_honey/_320g.html","￥1,280（税込）"
"ハニー/グロッサリー","フランス産 アカシアハニ― 190g","https://www.tullys.co.jp/menu/tullys_honey/french_honey.html","￥1,890（税込）"
"ハニー/グロッサリー","ロイヤルミルクティーベース 300ml","https://www.tullys.co.jp/menu/tullys_honey/rmb.html","￥1,300（税込）"
"ハニー/グロッサリー","Tully's Specialty カフェオレベース　300ml","https://www.tullys.co.jp/menu/tullys_honey/cafeaulait_base.html","￥1,300（税込）"
"ハニー/グロッサリー","タリーズハニー（オリジナルブレンド）","https://www.tullys.co.jp/menu/tullys_honey/honey_originalblend.html","アルゼンチン、ベトナム、ミャンマー"
"ハニー/グロッサリー","タリーズ ソイミルク","https://www.tullys.co.jp/menu/tullys_honey/soymilk.html","￥345（税込）"
"キッズメニュー","おやこパスタセット","https://www.tullys.co.jp/menu/kids/25_oyakopasta.html","￥1,625∼（税込）"
"キッズメニュー","ベアフルのメープル米粉パンケーキ","https://www.tullys.co.jp/menu/kids/kids_pancake24.html.html","￥430（税込）"
"キッズメニュー","キッズ T'sアイス","https://www.tullys.co.jp/menu/kids/kids_ice23.html","￥300（税込）"
"キッズメニュー","キッズ ふんわり7穀のシュガードーナツ","https://www.tullys.co.jp/menu/kids/kids_7doughnut.html","￥325（税込）"
"キッズメニュー","キッズ ミルク","https://www.tullys.co.jp/menu/kids/kids_milk23.html","￥370（税込）"
"キッズメニュー","キッズ ココア","https://www.tullys.co.jp/menu/kids/kids_cocoa23.html","￥370（税込）"
"キッズメニュー","キッズ りんごストレート100％","https://www.tullys.co.jp/menu/kids/kids_apple23.html","￥370（税込）"
